Sex,Length,Diameter,Height,Whole_Weight,Shucked_Weight,Viscera_Weight,Shell_Weight,Rings,Scaled_Length,Scaled_Diameter,Scaled_Height,Scaled_Whole_Weight,Scaled_Shucked_Weight,Scaled_Viscera_Weight,Scaled_Shell_Weight,Scaled_Rings,Radius
I,0.5,0.395,0.145,0.7865,0.332,0.1815,0.2455,8,500,395,145,786.5,332,181.5,245.5,80,1
M,0.505,0.4,0.15,0.775,0.3445,0.157,0.185,7,505,400,150,775,344.5,157,185,70,1
I,0.51,0.375,0.15,0.8415,0.3845,0.156,0.255,10,510,375,150,841.5,384.5,156,255,100,1
M,0.51,0.38,0.135,0.681,0.3435,0.142,0.17,9,510,380,135,681,343.5,142,170,90,1
M,0.515,0.37,0.115,0.6145,0.3415,0.155,0.146,9,515,370,115,614.5,341.5,155,146,90,1
F,0.55,0.415,0.18,1.1655,0.502,0.301,0.311,9,550,415,180,1165.5,502,301,311,90,1
F,0.575,0.42,0.19,1.764,0.914,0.377,0.4095,10,575,420,190,1764,914,377,409.5,100,1
M,0.605,0.455,0.16,1.1215,0.533,0.273,0.271,10,605,455,160,1121.5,533,273,271,100,1
M,0.615,0.505,0.165,1.167,0.4895,0.2955,0.345,10,615,505,165,1167,489.5,295.5,345,100,1
M,0.615,0.475,0.15,1.0375,0.476,0.2325,0.283,9,615,475,150,1037.5,476,232.5,283,90,1
M,0.625,0.48,0.18,1.223,0.565,0.2975,0.3375,10,625,480,180,1223,565,297.5,337.5,100,1
M,0.625,0.47,0.15,1.124,0.556,0.2315,0.287,9,625,470,150,1124,556,231.5,287,90,1
F,0.635,0.505,0.17,1.2635,0.512,0.322,0.355,9,635,505,170,1263.5,512,322,355,90,1
F,0.65,0.525,0.165,1.238,0.647,0.2485,0.3005,9,650,525,165,1238,647,248.5,300.5,90,1
F,0.65,0.5,0.17,1.4045,0.694,0.318,0.3235,11,650,500,170,1404.5,694,318,323.5,110,1
F,0.67,0.525,0.195,1.37,0.6065,0.2955,0.407,12,670,525,195,1370,606.5,295.5,407,120,1
F,0.695,0.525,0.205,1.8185,0.819,0.4025,0.4525,13,695,525,205,1818.5,819,402.5,452.5,130,1
F,0.705,0.555,0.195,1.7525,0.7105,0.4215,0.516,12,705,555,195,1752.5,710.5,421.5,516,120,1
I,0.275,0.205,0.065,0.101,0.041,0.021,0.034,5,275,205,65,101,41,21,34,50,1
I,0.285,0.205,0.07,0.106,0.039,0.0285,0.034,5,285,205,70,106,39,28.5,34,50,1
I,0.36,0.265,0.085,0.1865,0.0675,0.037,0.0615,7,360,265,85,186.5,67.5,37,61.5,70,1
I,0.385,0.29,0.1,0.2575,0.1,0.061,0.086,6,385,290,100,257.5,100,61,86,60,1
I,0.4,0.315,0.1,0.3225,0.143,0.0735,0.091,6,400,315,100,322.5,143,73.5,91,60,1
I,0.43,0.33,0.095,0.32,0.118,0.065,0.123,7,430,330,95,320,118,65,123,70,1
I,0.435,0.375,0.11,0.4155,0.17,0.076,0.145,8,435,375,110,415.5,170,76,145,80,1
I,0.45,0.335,0.115,0.3935,0.195,0.071,0.11,7,450,335,115,393.5,195,71,110,70,1
I,0.475,0.355,0.135,0.4775,0.2145,0.09,0.1435,8,475,355,135,477.5,214.5,90,143.5,80,1
I,0.475,0.36,0.11,0.452,0.191,0.099,0.13,8,475,360,110,452,191,99,130,80,1
I,0.485,0.37,0.14,0.5065,0.2425,0.088,0.1465,8,485,370,140,506.5,242.5,88,146.5,80,1
I,0.51,0.395,0.105,0.5525,0.234,0.127,0.165,8,510,395,105,552.5,234,127,165,80,1
I,0.515,0.39,0.12,0.565,0.235,0.135,0.179,9,515,390,120,565,235,135,179,90,1
I,0.52,0.41,0.14,0.699,0.3395,0.129,0.1945,10,520,410,140,699,339.5,129,194.5,100,1
I,0.525,0.4,0.14,0.6055,0.2605,0.108,0.21,9,525,400,140,605.5,260.5,108,210,90,1
M,0.53,0.425,0.155,0.7905,0.307,0.171,0.2595,9,530,425,155,790.5,307,171,259.5,90,1
M,0.53,0.425,0.13,0.702,0.2975,0.1395,0.22,9,530,425,130,702,297.5,139.5,220,90,1
M,0.53,0.42,0.135,0.675,0.294,0.156,0.1825,10,530,420,135,675,294,156,182.5,100,1
I,0.53,0.395,0.115,0.475,0.2025,0.101,0.148,8,530,395,115,475,202.5,101,148,80,1
I,0.53,0.41,0.15,0.612,0.2435,0.1525,0.1895,11,530,410,150,612,243.5,152.5,189.5,110,1
I,0.535,0.4,0.145,0.705,0.3065,0.1365,0.22,10,535,400,145,705,306.5,136.5,220,100,1
I,0.535,0.45,0.135,0.728,0.2845,0.1845,0.265,9,535,450,135,728,284.5,184.5,265,90,1
F,0.555,0.44,0.14,0.846,0.346,0.1715,0.2735,10,555,440,140,846,346,171.5,273.5,100,1
M,0.555,0.46,0.16,0.86,0.3345,0.1935,0.275,10,555,460,160,860,334.5,193.5,275,100,1
M,0.56,0.465,0.145,0.8875,0.3345,0.22,0.2695,9,560,465,145,887.5,334.5,220,269.5,90,1
F,0.56,0.43,0.145,0.898,0.3895,0.2325,0.245,9,560,430,145,898,389.5,232.5,245,90,1
I,0.565,0.43,0.125,0.6545,0.2815,0.139,0.21,9,565,430,125,654.5,281.5,139,210,90,1
I,0.575,0.45,0.145,0.795,0.364,0.1505,0.26,10,575,450,145,795,364,150.5,260,100,1
M,0.575,0.465,0.12,1.0535,0.516,0.2185,0.235,9,575,465,120,1053.5,516,218.5,235,90,1
F,0.575,0.46,0.15,0.927,0.333,0.207,0.2985,9,575,460,150,927,333,207,298.5,90,1
I,0.58,0.42,0.14,0.701,0.3285,0.102,0.2255,9,580,420,140,701,328.5,102,225.5,90,1
M,0.58,0.45,0.155,0.8275,0.321,0.1975,0.2445,8,580,450,155,827.5,321,197.5,244.5,80,1
F,0.585,0.42,0.155,0.9845,0.442,0.2155,0.2875,13,585,420,155,984.5,442,215.5,287.5,130,1
M,0.585,0.47,0.145,0.9565,0.4025,0.2365,0.265,9,585,470,145,956.5,402.5,236.5,265,90,1
I,0.59,0.45,0.125,0.86,0.437,0.1515,0.245,9,590,450,125,860,437,151.5,245,90,1
M,0.595,0.48,0.185,1.1785,0.526,0.2975,0.314,10,595,480,185,1178.5,526,297.5,314,100,1
M,0.615,0.48,0.185,1.2205,0.4985,0.315,0.33,10,615,480,185,1220.5,498.5,315,330,100,1
M,0.615,0.455,0.13,0.9685,0.49,0.182,0.2655,10,615,455,130,968.5,490,182,265.5,100,1
F,0.62,0.5,0.175,1.107,0.4895,0.24,0.343,11,620,500,175,1107,489.5,240,343,110,1
I,0.62,0.48,0.18,1.1305,0.5285,0.2655,0.306,12,620,480,180,1130.5,528.5,265.5,306,120,1
M,0.62,0.48,0.155,1.2555,0.527,0.374,0.3175,11,620,480,155,1255.5,527,374,317.5,110,1
M,0.625,0.495,0.155,1.177,0.5055,0.278,0.345,9,625,495,155,1177,505.5,278,345,90,1
M,0.625,0.5,0.185,1.2425,0.5995,0.248,0.335,10,625,500,185,1242.5,599.5,248,335,100,1
M,0.63,0.49,0.16,1.09,0.407,0.224,0.354,12,630,490,160,1090,407,224,354,120,1
F,0.63,0.475,0.15,1.072,0.433,0.2975,0.315,8,630,475,150,1072,433,297.5,315,80,1
F,0.645,0.51,0.155,1.129,0.5015,0.24,0.342,10,645,510,155,1129,501.5,240,342,100,1
F,0.65,0.505,0.175,1.2075,0.5105,0.262,0.39,10,650,505,175,1207.5,510.5,262,390,100,1
F,0.65,0.495,0.175,1.227,0.528,0.258,0.37,11,650,495,175,1227,528,258,370,110,1
F,0.655,0.52,0.175,1.472,0.6275,0.27,0.45,13,655,520,175,1472,627.5,270,450,130,1
F,0.665,0.525,0.18,1.5785,0.678,0.229,0.456,14,665,525,180,1578.5,678,229,456,140,1
M,0.67,0.52,0.175,1.4755,0.6275,0.379,0.374,10,670,520,175,1475.5,627.5,379,374,100,1
M,0.675,0.54,0.175,1.5545,0.6645,0.278,0.512,12,675,540,175,1554.5,664.5,278,512,120,1
F,0.675,0.54,0.21,1.593,0.686,0.318,0.45,11,675,540,210,1593,686,318,450,110,1
M,0.695,0.58,0.2,1.8995,0.675,0.478,0.5295,13,695,580,200,1899.5,675,478,529.5,130,1
F,0.695,0.535,0.175,1.361,0.5465,0.2815,0.465,10,695,535,175,1361,546.5,281.5,465,100,1
F,0.705,0.56,0.17,1.4575,0.607,0.318,0.44,11,705,560,170,1457.5,607,318,440,110,1
M,0.74,0.58,0.205,2.381,0.8155,0.4695,0.488,12,740,580,205,2381,815.5,469.5,488,120,1
I,0.205,0.155,0.045,0.0495,0.0235,0.011,0.014,3,205,155,45,49.5,23.5,11,14,30,1
I,0.305,0.23,0.075,0.1455,0.0595,0.0305,0.05,6,305,230,75,145.5,59.5,30.5,50,60,1
I,0.32,0.23,0.06,0.129,0.0615,0.0275,0.0355,7,320,230,60,129,61.5,27.5,35.5,70,1
I,0.355,0.27,0.1,0.2255,0.11,0.042,0.064,7,355,270,100,225.5,110,42,64,70,1
M,0.425,0.305,0.11,0.359,0.173,0.0875,0.0975,9,425,305,110,359,173,87.5,97.5,90,1
I,0.425,0.31,0.095,0.3505,0.1645,0.071,0.1,8,425,310,95,350.5,164.5,71,100,80,1
F,0.45,0.365,0.115,0.5885,0.318,0.121,0.1325,8,450,365,115,588.5,318,121,132.5,80,1
M,0.515,0.385,0.13,0.623,0.2855,0.1285,0.175,10,515,385,130,623,285.5,128.5,175,100,1
F,0.52,0.375,0.135,0.5375,0.221,0.117,0.17,8,520,375,135,537.5,221,117,170,80,1
I,0.525,0.4,0.125,0.5655,0.2435,0.119,0.175,8,525,400,125,565.5,243.5,119,175,80,1
M,0.555,0.445,0.13,0.8625,0.4225,0.155,0.24,9,555,445,130,862.5,422.5,155,240,90,1
F,0.61,0.49,0.17,1.137,0.4605,0.2825,0.344,12,610,490,170,1137,460.5,282.5,344,120,1
I,0.35,0.26,0.095,0.221,0.0985,0.043,0.07,8,350,260,95,221,98.5,43,70,80,1
I,0.38,0.275,0.095,0.2425,0.106,0.0485,0.21,6,380,275,95,242.5,106,48.5,210,60,1
I,0.46,0.34,0.1,0.386,0.1805,0.0875,0.0965,8,460,340,100,386,180.5,87.5,96.5,80,1
M,0.465,0.355,0.12,0.5315,0.2725,0.097,0.1395,8,465,355,120,531.5,272.5,97,139.5,80,1
M,0.475,0.385,0.12,0.562,0.289,0.0905,0.153,8,475,385,120,562,289,90.5,153,80,1
M,0.565,0.445,0.14,0.836,0.406,0.1605,0.2245,9,565,445,140,836,406,160.5,224.5,90,1
M,0.57,0.45,0.14,0.9275,0.477,0.1605,0.2515,8,570,450,140,927.5,477,160.5,251.5,80,1
M,0.57,0.44,0.145,0.8815,0.3605,0.1955,0.2735,10,570,440,145,881.5,360.5,195.5,273.5,100,1
M,0.595,0.46,0.155,1.03,0.4275,0.207,0.3305,10,595,460,155,1030,427.5,207,330.5,100,1
F,0.605,0.48,0.175,1.1685,0.4815,0.2305,0.356,9,605,480,175,1168.5,481.5,230.5,356,90,1
F,0.615,0.455,0.135,1.059,0.4735,0.263,0.274,9,615,455,135,1059,473.5,263,274,90,1
M,0.62,0.46,0.17,1.127,0.535,0.2635,0.296,7,620,460,170,1127,535,263.5,296,70,1
M,0.625,0.47,0.17,1.1665,0.4605,0.2565,0.3945,11,625,470,170,1166.5,460.5,256.5,394.5,110,1
F,0.68,0.52,0.185,1.541,0.5985,0.395,0.4575,10,680,520,185,1541,598.5,395,457.5,100,1
M,0.68,0.54,0.195,1.7825,0.5565,0.3235,0.4285,11,680,540,195,1782.5,556.5,323.5,428.5,110,1
M,0.68,0.52,0.175,1.543,0.7525,0.351,0.374,11,680,520,175,1543,752.5,351,374,110,1
F,0.71,0.555,0.17,1.47,0.5375,0.38,0.431,12,710,555,170,1470,537.5,380,431,120,1
M,0.5,0.385,0.12,0.6335,0.2305,0.125,0.235,14,500,385,120,633.5,230.5,125,235,140,1
F,0.545,0.42,0.175,0.754,0.256,0.1775,0.275,10,545,420,175,754,256,177.5,275,100,1
F,0.46,0.365,0.115,0.4485,0.165,0.083,0.17,14,460,365,115,448.5,165,83,170,140,1
M,0.535,0.41,0.15,0.8105,0.345,0.187,0.24,11,535,410,150,810.5,345,187,240,110,1
M,0.335,0.26,0.075,0.22,0.0855,0.04,0.085,6,335,260,75,220,85.5,40,85,60,1
F,0.425,0.35,0.1,0.4425,0.175,0.0755,0.175,7,425,350,100,442.5,175,75.5,175,70,1
M,0.41,0.325,0.1,0.3555,0.146,0.072,0.105,9,410,325,100,355.5,146,72,105,90,1
I,0.17,0.105,0.035,0.034,0.012,0.0085,0.005,4,170,105,35,34,12,8.5,5,40,1
I,0.335,0.25,0.095,0.185,0.0795,0.0495,0.055,8,335,250,95,185,79.5,49.5,55,80,1
M,0.52,0.425,0.125,0.79,0.372,0.205,0.19,8,520,425,125,790,372,205,190,80,1
F,0.53,0.41,0.145,0.8255,0.375,0.204,0.245,9,530,410,145,825.5,375,204,245,90,1
M,0.5,0.42,0.125,0.62,0.255,0.15,0.205,11,500,420,125,620,255,150,205,110,1
F,0.615,0.475,0.145,0.9525,0.3915,0.195,0.32,9,615,475,145,952.5,391.5,195,320,90,1
M,0.575,0.45,0.16,0.955,0.44,0.1685,0.27,16,575,450,160,955,440,168.5,270,160,1
M,0.57,0.45,0.155,0.91,0.326,0.1895,0.355,14,570,450,155,910,326,189.5,355,140,1
M,0.455,0.35,0.105,0.416,0.1625,0.097,0.145,11,455,350,105,416,162.5,97,145,110,1
I,0.37,0.275,0.085,0.2045,0.096,0.056,0.08,6,370,275,85,204.5,96,56,80,60,1
M,0.445,0.37,0.125,0.515,0.2495,0.087,0.159,9,445,370,125,515,249.5,87,159,90,1
F,0.675,0.535,0.22,1.604,0.6175,0.4255,0.453,14,675,535,220,1604,617.5,425.5,453,140,1
M,0.385,0.3,0.115,0.3435,0.1645,0.085,0.1025,6,385,300,115,343.5,164.5,85,102.5,60,1
F,0.375,0.295,0.11,0.3005,0.1255,0.0575,0.1035,7,375,295,110,300.5,125.5,57.5,103.5,70,1
M,0.56,0.44,0.13,0.8255,0.2425,0.202,0.285,10,560,440,130,825.5,242.5,202,285,100,1
M,0.55,0.41,0.15,0.785,0.282,0.186,0.275,12,550,410,150,785,282,186,275,120,1
F,0.57,0.465,0.155,0.9685,0.446,0.261,0.255,9,570,465,155,968.5,446,261,255,90,1
F,0.485,0.4,0.155,0.731,0.236,0.183,0.255,11,485,400,155,731,236,183,255,110,1
M,0.41,0.335,0.115,0.4405,0.19,0.085,0.135,8,410,335,115,440.5,190,85,135,80,1
I,0.335,0.255,0.085,0.1785,0.071,0.0405,0.055,9,335,255,85,178.5,71,40.5,55,90,1
M,0.655,0.515,0.2,1.373,0.443,0.3375,0.49,16,655,515,200,1373,443,337.5,490,160,1
F,0.565,0.45,0.165,0.9765,0.322,0.244,0.37,12,565,450,165,976.5,322,244,370,120,1
F,0.57,0.44,0.19,1.018,0.447,0.207,0.265,9,570,440,190,1018,447,207,265,90,1
F,0.55,0.465,0.15,1.082,0.3575,0.194,0.19,14,550,465,150,1082,357.5,194,190,140,1
F,0.63,0.475,0.175,1.423,0.4155,0.3385,0.49,14,630,475,175,1423,415.5,338.5,490,140,1
M,0.475,0.37,0.125,0.655,0.266,0.1725,0.185,10,475,370,125,655,266,172.5,185,100,1
F,0.655,0.5,0.18,1.4155,0.508,0.314,0.445,18,655,500,180,1415.5,508,314,445,180,1
I,0.32,0.235,0.065,0.1385,0.058,0.0225,0.05,5,320,235,65,138.5,58,22.5,50,50,1
M,0.525,0.395,0.165,0.782,0.285,0.1405,0.285,19,525,395,165,782,285,140.5,285,190,1
F,0.525,0.43,0.165,0.717,0.289,0.1745,0.195,10,525,430,165,717,289,174.5,195,100,1
F,0.5,0.39,0.13,0.6355,0.2505,0.1635,0.195,15,500,390,130,635.5,250.5,163.5,195,150,1
F,0.44,0.34,0.135,0.3975,0.1505,0.0945,0.135,8,440,340,135,397.5,150.5,94.5,135,80,1
F,0.49,0.385,0.16,0.656,0.2455,0.171,0.205,9,490,385,160,656,245.5,171,205,90,1
M,0.545,0.44,0.165,0.744,0.2875,0.204,0.25,15,545,440,165,744,287.5,204,250,150,1
F,0.45,0.36,0.11,0.447,0.203,0.082,0.13,12,450,360,110,447,203,82,130,120,1
F,0.515,0.4,0.115,0.578,0.191,0.1445,0.17,9,515,400,115,578,191,144.5,170,90,1
I,0.33,0.25,0.075,0.1405,0.056,0.035,0.05,5,330,250,75,140.5,56,35,50,50,1
F,0.525,0.41,0.15,0.708,0.274,0.151,0.25,12,525,410,150,708,274,151,250,120,1
M,0.295,0.225,0.09,0.1385,0.048,0.046,0.05,9,295,225,90,138.5,48,46,50,90,1
M,0.545,0.45,0.16,0.8615,0.2925,0.1545,0.365,16,545,450,160,861.5,292.5,154.5,365,160,1
F,0.645,0.5,0.225,1.626,0.587,0.4055,0.41,15,645,500,225,1626,587,405.5,410,150,1
M,0.45,0.355,0.115,0.478,0.18,0.1185,0.155,10,450,355,115,478,180,118.5,155,100,1
F,0.61,0.49,0.17,1.1775,0.5655,0.2385,0.295,15,610,490,170,1177.5,565.5,238.5,295,150,1
I,0.38,0.3,0.1,0.286,0.1305,0.056,0.09,7,380,300,100,286,130.5,56,90,70,1
F,0.565,0.455,0.13,1.058,0.439,0.2645,0.3,10,565,455,130,1058,439,264.5,300,100,1
F,0.67,0.545,0.16,1.5415,0.5985,0.2565,0.495,15,670,545,160,1541.5,598.5,256.5,495,150,1
M,0.54,0.425,0.12,0.817,0.2945,0.153,0.195,10,540,425,120,817,294.5,153,195,100,1
I,0.29,0.225,0.075,0.152,0.071,0.059,0.045,9,290,225,75,152,71,59,45,90,1
I,0.41,0.33,0.105,0.335,0.1525,0.074,0.11,7,410,330,105,335,152.5,74,110,70,1
F,0.46,0.375,0.12,0.4915,0.2205,0.088,0.17,7,460,375,120,491.5,220.5,88,170,70,1
F,0.56,0.44,0.155,0.9705,0.4315,0.263,0.255,9,560,440,155,970.5,431.5,263,255,90,1
F,0.575,0.45,0.1,0.9315,0.431,0.222,0.235,12,575,450,100,931.5,431,222,235,120,1
M,0.62,0.5,0.2,1.221,0.4605,0.263,0.43,12,620,500,200,1221,460.5,263,430,120,1
M,0.515,0.4,0.14,0.7365,0.2955,0.184,0.185,16,515,400,140,736.5,295.5,184,185,160,1
F,0.56,0.46,0.18,0.97,0.342,0.196,0.355,12,560,460,180,970,342,196,355,120,1
F,0.5,0.4,0.15,0.8085,0.273,0.112,0.295,13,500,400,150,808.5,273,112,295,130,1
I,0.435,0.355,0.125,0.4075,0.1535,0.074,0.165,9,435,355,125,407.5,153.5,74,165,90,1
M,0.495,0.38,0.135,0.6295,0.263,0.1425,0.215,12,495,380,135,629.5,263,142.5,215,120,1
F,0.595,0.5,0.18,1.053,0.4405,0.192,0.39,13,595,500,180,1053,440.5,192,390,130,1
M,0.76,0.575,0.19,1.829,0.7035,0.386,0.56,14,760,575,190,1829,703.5,386,560,140,1
F,0.615,0.5,0.165,1.1765,0.488,0.244,0.345,17,615,500,165,1176.5,488,244,345,170,1
F,0.565,0.46,0.15,0.8765,0.3455,0.1925,0.275,10,565,460,150,876.5,345.5,192.5,275,100,1
I,0.14,0.105,0.035,0.0145,0.005,0.0035,0.005,4,140,105,35,14.5,5,3.5,5,40,1
M,0.445,0.345,0.14,0.476,0.2055,0.1015,0.1085,15,445,345,140,476,205.5,101.5,108.5,150,1
F,0.525,0.43,0.125,0.813,0.3315,0.166,0.1775,12,525,430,125,813,331.5,166,177.5,120,1
I,0.16,0.12,0.02,0.018,0.0075,0.0045,0.005,4,160,120,20,18,7.5,4.5,5,40,1
M,0.635,0.48,0.235,1.064,0.413,0.228,0.36,16,635,480,235,1064,413,228,360,160,1
M,0.575,0.47,0.165,0.853,0.292,0.179,0.35,16,575,470,165,853,292,179,350,160,1
M,0.38,0.27,0.095,0.219,0.0835,0.0515,0.07,6,380,270,95,219,83.5,51.5,70,60,1
M,0.245,0.18,0.065,0.0635,0.0245,0.0135,0.02,4,245,180,65,63.5,24.5,13.5,20,40,1
I,0.48,0.39,0.15,0.6275,0.276,0.134,0.185,13,480,390,150,627.5,276,134,185,130,1
I,0.455,0.365,0.135,0.441,0.1515,0.1165,0.145,9,455,365,135,441,151.5,116.5,145,90,1
F,0.455,0.375,0.125,0.458,0.1985,0.111,0.12,10,455,375,125,458,198.5,111,120,100,1
M,0.455,0.355,0.135,0.4745,0.1865,0.0935,0.168,13,455,355,135,474.5,186.5,93.5,168,130,1
I,0.355,0.27,0.1,0.216,0.083,0.037,0.075,10,355,270,100,216,83,37,75,100,1
I,0.52,0.405,0.14,0.6765,0.2865,0.146,0.205,15,520,405,140,676.5,286.5,146,205,150,1
I,0.54,0.4,0.145,0.757,0.315,0.181,0.215,11,540,400,145,757,315,181,215,110,1
I,0.52,0.39,0.14,0.7325,0.2415,0.144,0.26,19,520,390,140,732.5,241.5,144,260,190,1
I,0.56,0.445,0.165,1.0285,0.4535,0.253,0.275,11,560,445,165,1028.5,453.5,253,275,110,1
F,0.52,0.41,0.16,0.712,0.2845,0.153,0.225,10,520,410,160,712,284.5,153,225,100,1
I,0.615,0.46,0.19,1.066,0.4335,0.226,0.33,13,615,460,190,1066,433.5,226,330,130,1
F,0.645,0.49,0.19,1.3065,0.479,0.3565,0.345,18,645,490,190,1306.5,479,356.5,345,180,1
I,0.565,0.43,0.135,0.8545,0.321,0.1775,0.275,11,565,430,135,854.5,321,177.5,275,110,1
M,0.295,0.23,0.085,0.125,0.042,0.0285,0.043,8,295,230,85,125,42,28.5,43,80,1
M,0.375,0.28,0.095,0.2225,0.0875,0.043,0.08,10,375,280,95,222.5,87.5,43,80,100,1
I,0.525,0.4,0.14,0.6955,0.2405,0.16,0.253,10,525,400,140,695.5,240.5,160,253,100,1
M,0.395,0.28,0.08,0.266,0.0995,0.066,0.09,12,395,280,80,266,99.5,66,90,120,1
F,0.5,0.4,0.165,0.7105,0.27,0.1455,0.225,20,500,400,165,710.5,270,145.5,225,200,1
F,0.47,0.35,0.115,0.487,0.1955,0.127,0.155,8,470,350,115,487,195.5,127,155,80,1
I,0.58,0.42,0.16,0.728,0.2725,0.19,0.19,14,580,420,160,728,272.5,190,190,140,1
I,0.5,0.38,0.155,0.6675,0.2745,0.156,0.18,12,500,380,155,667.5,274.5,156,180,120,1
I,0.725,0.55,0.22,2.0495,0.7735,0.4405,0.655,10,725,550,220,2049.5,773.5,440.5,655,100,1
F,0.65,0.515,0.215,1.498,0.564,0.323,0.425,16,650,515,215,1498,564,323,425,160,1
F,0.67,0.535,0.185,1.597,0.6275,0.35,0.47,21,670,535,185,1597,627.5,350,470,210,1
I,0.55,0.44,0.165,0.8605,0.312,0.169,0.3,17,550,440,165,860.5,312,169,300,170,1
F,0.49,0.37,0.115,0.541,0.171,0.1175,0.185,11,490,370,115,541,171,117.5,185,110,1
I,0.235,0.18,0.06,0.058,0.022,0.0145,0.018,6,235,180,60,58,22,14.5,18,60,1
I,0.235,0.175,0.08,0.0645,0.0215,0.0175,0.0215,5,235,175,80,64.5,21.5,17.5,21.5,50,1
M,0.52,0.41,0.115,0.77,0.263,0.157,0.26,11,520,410,115,770,263,157,260,110,1
F,0.475,0.4,0.115,0.541,0.186,0.1025,0.21,13,475,400,115,541,186,102.5,210,130,1
M,0.53,0.425,0.11,0.739,0.237,0.161,0.295,13,530,425,110,739,237,161,295,130,1
F,0.35,0.275,0.065,0.205,0.0745,0.0465,0.07,10,350,275,65,205,74.5,46.5,70,100,1
M,0.555,0.42,0.145,0.8695,0.3075,0.2575,0.25,14,555,420,145,869.5,307.5,257.5,250,140,1
M,0.505,0.39,0.105,0.6555,0.2595,0.18,0.19,11,505,390,105,655.5,259.5,180,190,110,1
F,0.54,0.44,0.16,1.0905,0.391,0.2295,0.355,15,540,440,160,1090.5,391,229.5,355,150,1
F,0.525,0.4,0.115,0.6295,0.2555,0.144,0.18,11,525,400,115,629.5,255.5,144,180,110,1
M,0.55,0.45,0.175,1.0985,0.3765,0.215,0.4,14,550,450,175,1098.5,376.5,215,400,140,1
M,0.55,0.44,0.16,0.991,0.348,0.168,0.375,20,550,440,160,991,348,168,375,200,1
I,0.235,0.175,0.065,0.0615,0.0205,0.02,0.019,6,235,175,65,61.5,20.5,20,19,60,1
M,0.525,0.41,0.165,0.8005,0.2635,0.1985,0.25,13,525,410,165,800.5,263.5,198.5,250,130,1
M,0.475,0.365,0.14,0.6175,0.202,0.1445,0.19,16,475,365,140,617.5,202,144.5,190,160,1
F,0.53,0.4,0.165,0.772,0.2855,0.1975,0.23,12,530,400,165,772,285.5,197.5,230,120,1
F,0.525,0.415,0.15,0.7155,0.2355,0.171,0.27,13,525,415,150,715.5,235.5,171,270,130,1
F,0.53,0.425,0.13,0.717,0.2115,0.166,0.255,13,530,425,130,717,211.5,166,255,130,1
F,0.465,0.39,0.11,0.6355,0.1815,0.157,0.225,13,465,390,110,635.5,181.5,157,225,130,1
I,0.315,0.235,0.08,0.18,0.08,0.045,0.047,5,315,235,80,180,80,45,47,50,1
I,0.465,0.355,0.12,0.5805,0.255,0.0915,0.184,8,465,355,120,580.5,255,91.5,184,80,1
M,0.485,0.385,0.105,0.556,0.296,0.104,0.133,7,485,385,105,556,296,104,133,70,1
I,0.49,0.385,0.12,0.591,0.271,0.1125,0.1775,9,490,385,120,591,271,112.5,177.5,90,1
F,0.515,0.395,0.14,0.686,0.281,0.1255,0.22,12,515,395,140,686,281,125.5,220,120,1
F,0.555,0.44,0.155,1.016,0.4935,0.1855,0.263,10,555,440,155,1016,493.5,185.5,263,100,1
F,0.61,0.5,0.18,1.438,0.5185,0.3735,0.3345,9,610,500,180,1438,518.5,373.5,334.5,90,1
F,0.68,0.55,0.19,1.807,0.8225,0.3655,0.515,11,680,550,190,1807,822.5,365.5,515,110,1
M,0.69,0.55,0.195,1.777,0.769,0.38,0.4305,11,690,550,195,1777,769,380,430.5,110,1
M,0.695,0.55,0.205,2.173,1.133,0.4665,0.496,10,695,550,205,2173,1133,466.5,496,100,1
F,0.72,0.575,0.195,2.1505,1.0745,0.382,0.585,10,720,575,195,2150.5,1074.5,382,585,100,1
I,0.27,0.205,0.075,0.118,0.059,0.031,0.0305,4,270,205,75,118,59,31,30.5,40,1
I,0.27,0.19,0.06,0.099,0.0445,0.017,0.03,5,270,190,60,99,44.5,17,30,50,1
I,0.295,0.22,0.07,0.1365,0.0575,0.0295,0.035,6,295,220,70,136.5,57.5,29.5,35,60,1
I,0.295,0.22,0.065,0.1295,0.052,0.028,0.035,6,295,220,65,129.5,52,28,35,60,1
I,0.315,0.23,0.07,0.164,0.0625,0.04,0.045,6,315,230,70,164,62.5,40,45,60,1
I,0.375,0.29,0.095,0.2875,0.123,0.0605,0.08,6,375,290,95,287.5,123,60.5,80,60,1
I,0.38,0.3,0.09,0.277,0.1655,0.0625,0.082,6,380,300,90,277,165.5,62.5,82,60,1
I,0.385,0.285,0.09,0.248,0.0935,0.066,0.07,6,385,285,90,248,93.5,66,70,60,1
I,0.4,0.295,0.095,0.252,0.1105,0.0575,0.066,6,400,295,95,252,110.5,57.5,66,60,1
M,0.415,0.315,0.12,0.4015,0.199,0.087,0.097,8,415,315,120,401.5,199,87,97,80,1
I,0.415,0.33,0.1,0.3905,0.1925,0.0755,0.1025,7,415,330,100,390.5,192.5,75.5,102.5,70,1
I,0.42,0.32,0.115,0.409,0.2055,0.0935,0.105,8,420,320,115,409,205.5,93.5,105,80,1
I,0.44,0.33,0.135,0.4095,0.163,0.1005,0.119,6,440,330,135,409.5,163,100.5,119,60,1
I,0.45,0.35,0.135,0.494,0.2205,0.0945,0.1405,7,450,350,135,494,220.5,94.5,140.5,70,1
